"Participant","Trial","Stimulus","Condition","TrialType","Accuracy","RT"
"sub-005",70,"House","Concrete","Old",0,716.306502656181
"sub-005",71,"Faith","Concrete","New",1,644.380801948468
"sub-005",72,"Phone","Concrete","Old",0,572.431407369407
"sub-005",73,"Determination","Concrete","Old",1,664.289082881749
"sub-005",74,"Patience","Concrete","Old",1,513.361242585127
"sub-005",75,"Boat","Abstract","Old",1,367.596386952648
"sub-005",76,"Computer","Concrete","New",1,927.0875812947
"sub-005",77,"Shoe","Concrete","Old",1,687.618365562271
"sub-005",78,"Phone","Abstract","Old",1,320.293277982702
"sub-005",79,"Hope","Abstract","New",1,466.854222113181
"sub-005",80,"Lamp","Concrete","New",1,428.938214805862
"sub-005",81,"Garden","Abstract","New",0,637.900708562747
"sub-005",82,"Compassion","Concrete","New",1,234.87625936723
"sub-005",83,"House","Abstract","Old",0,697.102441675255
"sub-005",84,"Gratitude","Concrete","New",1,414.883850811405
"sub-005",85,"Creativity","Concrete","Old",1,248.336443223878
"sub-005",86,"Bridge","Concrete","Old",1,293.784848950737
"sub-005",87,"Hospital","Concrete","Old",0,130.047865020922
"sub-005",88,"Beach","Abstract","New",1,280.474076419127
"sub-005",89,"Chair","Abstract","Old",1,423.140521068268
"sub-005",90,"Dog","Concrete","New",1,589.322515155751
"sub-005",91,"River","Abstract","New",1,516.923103714395
"sub-005",92,"Train","Concrete","New",0,285.650525996053
"sub-005",93,"Mountain","Concrete","Old",0,904.756729200738
"sub-005",94,"Table","Abstract","New",1,459.740562914017
"sub-005",95,"Trust","Concrete","New",1,245.561334795549
"sub-005",96,"Justice","Concrete","Old",1,402.13546862433
"sub-005",97,"Road","Concrete","Old",1,739.224506794214
"sub-005",98,"Honesty","Concrete","Old",1,642.581263577276
"sub-005",99,"Patience","Abstract","Old",1,361.175106138115
"sub-005",100,"Bridge","Abstract","Old",1,425.166135978786
"sub-006",1,"Lamp","Concrete","Old",1,787.239012610703
"sub-006",2,"Freedom","Abstract","Old",1,798.635489074258
"sub-006",3,"Park","Concrete","New",1,432.014436476195
"sub-006",4,"Bridge","Abstract","New",1,298.079142728253
"sub-006",5,"Hospital","Abstract","Old",1,693.461622313399
"sub-006",6,"Creativity","Concrete","Old",1,376.064025202144
"sub-006",7,"Love","Abstract","New",1,959.766127002095
"sub-006",8,"Humility","Abstract","New",1,617.890837761888
"sub-006",9,"Peace","Concrete","New",1,243.19118374634
"sub-006",10,"Garden","Concrete","Old",0,216.535192104185
"sub-006",11,"Faith","Abstract","New",1,720.708030922362
"sub-006",12,"Tree","Concrete","New",1,459.350135440958
"sub-006",13,"Train","Concrete","New",1,471.519291516873
"sub-006",14,"Determination","Concrete","New",1,718.990912332282
"sub-006",15,"Camera","Abstract","Old",1,353.114466562987
"sub-006",16,"Boat","Abstract","New",1,326.039166196446
"sub-006",17,"Freedom","Concrete","Old",1,335.604085931634
"sub-006",18,"Road","Abstract","New",1,137.192202956178
"sub-006",19,"Integrity","Abstract","Old",1,617.185025704862
"sub-006",20,"Hope","Concrete","Old",1,870.875311618892
"sub-006",21,"Respect","Abstract","Old",1,514.755102982037
"sub-006",22,"Book","Concrete","New",0,259.130496013636
"sub-006",23,"House","Abstract","Old",1,478.376995935856
"sub-006",24,"Phone","Abstract","New",1,242.898944417837
"sub-006",25,"Honesty","Concrete","New",1,465.290862978746
"sub-006",26,"Mountain","Concrete","New",1,371.287622772197
"sub-006",27,"Beach","Concrete","Old",0,555.50024293439
"sub-006",28,"Knowledge","Abstract","Old",1,600.095618446778
"sub-006",29,"Compassion","Abstract","Old",1,600.251980526772
"sub-006",30,"Peace","Abstract","New",1,420.500670952706
"sub-006",31,"Apple","Abstract","New",1,410.275106143195
"sub-006",32,"Hospital","Concrete","Old",0,346.553893774815
"sub-006",33,"Car","Concrete","New",1,66.0883598660528
"sub-006",34,"Integrity","Concrete","Old",1,577.267852284169
"sub-006",35,"Friendship","Concrete","New",1,585.2083955538
"sub-006",36,"Apple","Concrete","New",0,437.65268114796
"sub-006",37,"Window","Concrete","Old",0,706.976003444546
"sub-006",38,"Happiness","Abstract","New",1,476.404789671909
"sub-006",39,"Respect","Concrete","Old",1,890.848692877368
"sub-006",40,"Loyalty","Abstract","New",1,377.074212624359
"sub-006",41,"Garden","Abstract","Old",0,719.329073244534
"sub-006",42,"Computer","Abstract","New",0,408.18636957344
"sub-006",43,"Trust","Abstract","Old",1,689.816867192817
"sub-006",44,"House","Concrete","Old",0,613.311517194579
"sub-006",45,"Car","Abstract","New",1,247.513869085949
"sub-006",46,"Tree","Abstract","New",1,301.548640378155
"sub-006",47,"Shoe","Abstract","Old",1,478.86010209996
"sub-006",48,"Determination","Abstract","New",1,475.45802788472
"sub-006",49,"Justice","Abstract","Old",1,438.151062626908
"sub-006",50,"Friendship","Abstract","New",1,866.905109928252
"sub-006",51,"Courage","Concrete","Old",1,397.769146254934
"sub-006",52,"Creativity","Abstract","Old",1,427.576875841018
"sub-006",53,"Book","Abstract","New",1,720.707442915007
"sub-006",54,"School","Concrete","Old",1,585.178884071618
"sub-006",55,"Generosity","Concrete","New",1,840.964169093219
"sub-006",56,"Chair","Concrete","Old",0,548.708296190525
"sub-006",57,"Wisdom","Abstract","Old",1,749.809824103491
"sub-006",58,"Generosity","Abstract","New",1,601.898193141226
"sub-006",59,"Success","Concrete","New",1,823.955813646805
"sub-006",60,"Love","Concrete","New",1,448.046617311112
"sub-006",61,"Train","Abstract","New",1,805.964625500476
"sub-006",62,"Patience","Concrete","Old",1,495.377126990185
"sub-006",63,"Window","Abstract","Old",1,331.99894461442
"sub-006",64,"Boat","Concrete","New",0,481.130837678511
"sub-006",65,"Faith","Concrete","New",1,283.904043669446
"sub-006",66,"Courage","Abstract","Old",1,306.133299834985
"sub-006",67,"Wisdom","Concrete","Old",1,533.766188673839
"sub-006",68,"Hope","Abstract","Old",1,566.73469254965
"sub-006",69,"Dog","Abstract","New",1,323.076421731433
"sub-006",70,"Loyalty","Concrete","New",1,-63.5741561483293
"sub-006",71,"Patience","Abstract","Old",1,538.043152276499
"sub-006",72,"School","Abstract","Old",1,331.144539400487
"sub-006",73,"Table","Abstract","Old",1,520.451142476313
"sub-006",74,"Dog","Concrete","New",1,373.163573550137
"sub-006",75,"Honesty","Abstract","New",1,783.463818379067
"sub-006",76,"Computer","Concrete","New",0,545.424898322579
"sub-006",77,"Success","Abstract","New",1,673.362266300488
"sub-006",78,"Trust","Concrete","Old",1,410.930664236858
"sub-006",79,"Mountain","Abstract","New",1,574.697270663719
"sub-006",80,"Justice","Concrete","Old",1,518.615581602193
"sub-006",81,"Ambition","Concrete","Old",1,254.222185283871
"sub-006",82,"Park","Abstract","New",1,508.33930252322
"sub-006",83,"Beach","Abstract","Old",0,710.684480100888
"sub-006",84,"Ambition","Abstract","Old",1,468.773717431546
"sub-006",85,"Road","Concrete","New",0,449.956641942675
"sub-006",86,"Chair","Abstract","Old",1,767.743807377444
"sub-006",87,"Happiness","Concrete","New",1,420.273606385882
"sub-006",88,"Humility","Concrete","New",1,519.478583845068
"sub-006",89,"Knowledge","Concrete","Old",1,241.806763367306
"sub-006",90,"Gratitude","Abstract","New",1,671.529961590357
"sub-006",91,"Gratitude","Concrete","New",1,819.60449933896
"sub-006",92,"Camera","Concrete","Old",1,591.413601831319
"sub-006",93,"Lamp","Abstract","Old",1,778.828937727769
"sub-006",94,"Bridge","Concrete","New",0,176.969454306567
"sub-006",95,"Shoe","Concrete","Old",1,494.382457386745
"sub-006",96,"Phone","Concrete","New",1,434.406227710464
"sub-006",97,"River","Concrete","Old",1,577.970970931564
"sub-006",98,"River","Abstract","Old",1,578.459271626452
"sub-006",99,"Table","Concrete","Old",0,344.186415409929
"sub-006",100,"Compassion","Concrete","Old",1,134.926137168184
"sub-007",1,"Love","Abstract","New",1,680.261771317213
"sub-007",2,"Table","Concrete","New",0,773.602860685824
"sub-007",3,"Tree","Concrete","Old",0,391.436435409524
"sub-007",4,"Park","Concrete","New",1,200.958065430827
"sub-007",5,"Loyalty","Concrete","New",1,535.462077356149
"sub-007",6,"School","Abstract","Old",1,398.36710634815
"sub-007",7,"Honesty","Concrete","New",1,266.556477697824
"sub-007",8,"House","Concrete","Old",0,139.761408156105
"sub-007",9,"Beach","Concrete","New",0,521.846416070906
"sub-007",10,"Compassion","Abstract","Old",1,388.805758050783
"sub-007",11,"Success","Concrete","Old",1,606.705186617428
"sub-007",12,"Road","Concrete","New",1,447.735488126211
"sub-007",13,"Car","Abstract","Old",1,290.552748342783
"sub-007",14,"Justice","Concrete","New",1,696.6454849701
"sub-007",15,"Garden","Concrete","New",0,473.601651191361
"sub-007",16,"Knowledge","Abstract","Old",1,801.274538769227
"sub-007",17,"River","Abstract","New",1,625.094381255755
"sub-007",18,"Train","Concrete","New",1,327.489575614483
"sub-007",19,"Beach","Abstract","New",1,242.11771711003
"sub-007",20,"Tree","Abstract","Old",1,454.464882547177
"sub-007",21,"Computer","Concrete","New",0,685.529865306101
"sub-007",22,"Dog","Abstract","New",1,663.567652317691
"sub-007",23,"Peace","Concrete","Old",1,689.792178958722
"sub-007",24,"Friendship","Abstract","Old",1,563.492653230204
"sub-007",25,"Dog","Concrete","New",1,379.780413920152
"sub-007",26,"Boat","Abstract","Old",1,632.631971773666
"sub-007",27,"Hope","Concrete","Old",1,387.328230761048
"sub-007",28,"Freedom","Abstract","New",1,318.533163759345
"sub-007",29,"Humility","Concrete","New",1,580.260462206184
"sub-007",30,"Trust","Concrete","Old",1,510.201142639826
"sub-007",31,"Apple","Concrete","Old",0,343.389545268802
"sub-007",32,"Shoe","Abstract","New",1,450.713066371192
"sub-007",33,"Hope","Abstract","Old",1,620.188880441909
"sub-007",34,"Respect","Concrete","New",1,482.836911283069
"sub-007",35,"Peace","Abstract","Old",1,262.284423359466
"sub-007",36,"Justice","Abstract","New",1,213.448016487339
"sub-007",37,"Courage","Concrete","New",1,681.05547370827
"sub-007",38,"Creativity","Abstract","Old",1,628.560056868244
"sub-007",39,"Camera","Abstract","New",1,492.909030333579
"sub-007",40,"Window","Abstract","Old",0,159.799498638026
"sub-007",41,"Faith","Concrete","Old",1,269.560050002502
"sub-007",42,"Integrity","Abstract","Old",1,695.337502731822
"sub-007",43,"Chair","Concrete","New",1,195.44917017946
"sub-007",44,"Phone","Concrete","Old",1,556.756661340991
"sub-007",45,"Wisdom","Abstract","New",1,34.768983079447
"sub-007",46,"Car","Concrete","Old",1,541.672225788227
"sub-007",47,"Love","Concrete","New",1,450.822860977222
"sub-007",48,"Honesty","Abstract","New",1,359.121837875202
"sub-007",49,"Creativity","Concrete","Old",1,269.758127843002
"sub-007",50,"Ambition","Concrete","New",1,502.69409427141
"sub-007",51,"Book","Abstract","Old",1,580.211489637337
"sub-007",52,"Table","Abstract","New",1,589.752442330594
"sub-007",53,"River","Concrete","New",1,164.136018897087
"sub-007",54,"Bridge","Concrete","Old",0,648.141992946126
"sub-007",55,"Chair","Abstract","New",1,822.950512931654
"sub-007",56,"Park","Abstract","New",1,470.338817818441
"sub-007",57,"Freedom","Concrete","New",1,292.109938348529
"sub-007",58,"Happiness","Concrete","New",1,586.179048022157
"sub-007",59,"Hospital","Concrete","Old",0,721.252684519579
"sub-007",60,"Garden","Abstract","New",0,511.806620831277
"sub-007",61,"Train","Abstract","New",1,698.67735054196
"sub-007",62,"Trust","Abstract","Old",1,590.355568394759
"sub-007",63,"Patience","Concrete","Old",1,343.496938197368
"sub-007",64,"Friendship","Concrete","Old",1,581.347319917774
"sub-007",65,"Boat","Concrete","Old",1,214.957910717801
"sub-007",66,"Mountain","Abstract","New",1,641.610204545775
"sub-007",67,"Book","Concrete","Old",0,376.969296540398
"sub-007",68,"Shoe","Concrete","New",0,260.848643802
"sub-007",69,"Hospital","Abstract","Old",0,201.602120215495
"sub-007",70,"Generosity","Abstract","Old",1,385.309973362208
"sub-007",71,"Determination","Abstract","Old",1,562.543967466425
"sub-007",72,"Patience","Abstract","Old",1,349.925175386248
"sub-007",73,"Knowledge","Concrete","Old",1,639.623082858047
"sub-007",74,"Mountain","Concrete","New",1,603.781141302355
"sub-007",75,"House","Abstract","Old",1,806.820833137535
"sub-007",76,"Humility","Abstract","New",1,790.464348843405
"sub-007",77,"Respect","Abstract","New",1,628.838805473653
"sub-007",78,"Courage","Abstract","New",1,434.766996040854
"sub-007",79,"Road","Abstract","New",1,102.569295909917
"sub-007",80,"Lamp","Abstract","New",1,877.084854504168
"sub-007",81,"Gratitude","Abstract","Old",1,178.252731014741
"sub-007",82,"Phone","Abstract","Old",1,711.968451178203
"sub-007",83,"Bridge","Abstract","Old",1,542.746300192084
"sub-007",84,"School","Concrete","Old",1,417.742315075766
"sub-007",85,"Happiness","Abstract","New",1,887.574823381718
"sub-007",86,"Faith","Abstract","Old",1,552.943798186856
"sub-007",87,"Camera","Concrete","New",0,726.966173410489
"sub-007",88,"Success","Abstract","Old",1,744.286650918121
"sub-007",89,"Determination","Concrete","Old",1,391.911458716048
"sub-007",90,"Loyalty","Abstract","New",1,628.3300628149
"sub-007",91,"Ambition","Abstract","New",1,524.522449143504
"sub-007",92,"Generosity","Concrete","Old",1,445.886677763837
"sub-007",93,"Computer","Abstract","New",0,556.508319452326
"sub-007",94,"Lamp","Concrete","New",0,632.931569264798
"sub-007",95,"Apple","Abstract","Old",1,532.02568810159
"sub-007",96,"Gratitude","Concrete","Old",1,899.938302245401
"sub-007",97,"Integrity","Concrete","Old",1,219.290091036472
"sub-007",98,"Compassion","Concrete","Old",1,552.566089182502
"sub-007",99,"Window","Concrete","Old",0,731.406320204153
"sub-007",100,"Wisdom","Concrete","New",1,935.91180966915
"sub-008",1,"Garden","Concrete","Old",1,249.707446792896
"sub-008",2,"Friendship","Concrete","Old",1,320.37978727548
"sub-008",3,"Creativity","Concrete","New",1,623.801696701642
"sub-008",4,"Justice","Abstract","Old",1,484.621291114658
"sub-008",5,"Integrity","Abstract","Old",1,719.894749053965
"sub-008",6,"Window","Concrete","New",0,454.665248979598
"sub-008",7,"Patience","Concrete","Old",1,722.953816291976
"sub-008",8,"Knowledge","Abstract","New",1,808.853288853074
"sub-008",9,"Dog","Concrete","New",0,572.286751308213
"sub-008",10,"Freedom","Abstract","Old",1,685.241960702459
"sub-008",11,"River","Abstract","Old",1,472.83161548299
"sub-008",12,"Honesty","Abstract","Old",1,583.636162716246
"sub-008",13,"Chair","Abstract","New",1,313.658330765506
"sub-008",14,"Lamp","Abstract","New",1,715.132169502107
"sub-008",15,"Train","Abstract","New",1,694.823705277833
"sub-008",16,"Camera","Abstract","New",1,783.708136978445
"sub-008",17,"Happiness","Abstract","New",1,457.644013837955
"sub-008",18,"Generosity","Concrete","New",1,773.399602656783
"sub-008",19,"Table","Concrete","Old",1,620.290210138097
"sub-008",20,"House","Concrete","Old",1,776.635695785938
"sub-008",21,"Humility","Concrete","New",1,604.497080834477
"sub-008",22,"Train","Concrete","New",0,707.995812619096
"sub-008",23,"Love","Abstract","Old",1,857.915108468346
"sub-008",24,"Friendship","Abstract","Old",1,961.608776704254
"sub-008",25,"Honesty","Concrete","Old",1,401.760012014609
"sub-008",26,"Compassion","Abstract","New",1,413.983935423158
"sub-008",27,"Book","Concrete","Old",0,1097.80668115741
"sub-008",28,"School","Concrete","New",1,610.134514238395
"sub-008",29,"Car","Abstract","New",1,821.50848340683
"sub-008",30,"Computer","Abstract","Old",0,529.996836430051
"sub-008",31,"Shoe","Abstract","Old",1,563.275618388959
"sub-008",32,"Freedom","Concrete","Old",1,137.364905004923
"sub-008",33,"Camera","Concrete","New",1,496.418787114654
"sub-008",34,"Integrity","Concrete","Old",1,546.426257714414
"sub-008",35,"Peace","Abstract","Old",1,911.561158292253
"sub-008",36,"Faith","Concrete","Old",1,886.039656307289
"sub-008",37,"Phone","Abstract","New",1,231.67619152254
"sub-008",38,"Bridge","Abstract","New",1,765.673684198034
"sub-008",39,"Car","Concrete","New",0,364.954550341182
"sub-008",40,"Hope","Concrete","New",1,101.212307510644
"sub-008",41,"Courage","Abstract","Old",1,851.207701541892
"sub-008",42,"Love","Concrete","Old",1,400.555968503548
"sub-008",43,"Wisdom","Abstract","Old",1,240.62790829259
"sub-008",44,"Park","Concrete","Old",1,-23.6796303849474
"sub-008",45,"Dog","Abstract","New",1,835.484561432995
"sub-008",46,"Beach","Abstract","New",1,800.231498950808
"sub-008",47,"Mountain","Abstract","Old",1,503.74207920909
"sub-008",48,"Bridge","Concrete","New",0,394.101297493305
"sub-008",49,"Happiness","Concrete","New",1,481.743232064244
"sub-008",50,"Boat","Concrete","New",1,580.609097641452
"sub-008",51,"Generosity","Abstract","New",1,451.685981069841
"sub-008",52,"Lamp","Concrete","New",1,531.316781156378
"sub-008",53,"Park","Abstract","Old",1,369.229446798405
"sub-008",54,"Apple","Abstract","New",0,523.316139882446
"sub-008",55,"Beach","Concrete","New",1,347.044246103323
"sub-008",56,"House","Abstract","Old",1,331.35348499398
"sub-008",57,"Trust","Abstract","Old",1,315.266387891082
"sub-008",58,"Window","Abstract","New",1,348.807958545882
"sub-008",59,"Apple","Concrete","New",0,524.737393902846
"sub-008",60,"Shoe","Concrete","Old",1,46.4263491197023
"sub-008",61,"Creativity","Abstract","New",1,517.138401981842
"sub-008",62,"Chair","Concrete","New",0,379.609002035912
"sub-008",63,"Courage","Concrete","Old",1,299.704471675985
"sub-008",64,"Respect","Abstract","New",1,450.968995138882
"sub-008",65,"Mountain","Concrete","Old",0,405.818530120007
"sub-008",66,"Humility","Abstract","New",1,902.510029044793
"sub-008",67,"Road","Concrete","Old",1,340.810288238158
"sub-008",68,"Computer","Concrete","Old",0,569.3925456497
"sub-008",69,"Compassion","Concrete","New",1,454.72560767581
"sub-008",70,"Road","Abstract","Old",1,774.037462396734
"sub-008",71,"Phone","Concrete","New",1,912.158380247111
"sub-008",72,"School","Abstract","New",1,404.123447088035
"sub-008",73,"Gratitude","Abstract","New",1,602.361058177155
"sub-008",74,"Hospital","Concrete","Old",0,261.637165031913
"sub-008",75,"Table","Abstract","Old",1,702.98491692536
"sub-008",76,"Knowledge","Concrete","New",1,292.226409306204
"sub-008",77,"Loyalty","Concrete","Old",1,514.350225672439
"sub-008",78,"Peace","Concrete","Old",1,335.767583212557
"sub-008",79,"Success","Concrete","New",1,822.923972041208
"sub-008",80,"Boat","Abstract","New",1,624.89519183364
"sub-008",81,"River","Concrete","Old",1,102.080220928909
"sub-008",82,"Patience","Abstract","Old",1,750.404355190429
"sub-008",83,"Tree","Abstract","New",1,555.037980277603
"sub-008",84,"Ambition","Abstract","Old",1,206.390430483629
"sub-008",85,"Garden","Abstract","Old",1,429.040589712821
"sub-008",86,"Determination","Abstract","New",1,483.761556910454
"sub-008",87,"Justice","Concrete","Old",1,805.831923646896
"sub-008",88,"Determination","Concrete","New",1,335.331782540517
"sub-008",89,"Gratitude","Concrete","New",1,474.387343338121
"sub-008",90,"Hospital","Abstract","Old",1,186.445193706293
"sub-008",91,"Book","Abstract","Old",1,449.183928258234
"sub-008",92,"Hope","Abstract","New",1,447.45337803339
"sub-008",93,"Trust","Concrete","Old",1,662.915817552828
"sub-008",94,"Wisdom","Concrete","Old",1,80.7438663217989
"sub-008",95,"Tree","Concrete","New",1,948.250788785828
"sub-008",96,"Loyalty","Abstract","Old",1,708.131390985968
"sub-008",97,"Ambition","Concrete","Old",1,704.384979080318
"sub-008",98,"Success","Abstract","New",1,769.70115566714
"sub-008",99,"Faith","Abstract","Old",1,743.60617107751
"sub-008",100,"Respect","Concrete","New",1,880.583139272278
"sub-009",1,"Knowledge","Abstract","New",1,541.105618433179
"sub-009",2,"Road","Abstract","New",1,497.249347957394
"sub-009",3,"Bridge","Abstract","Old",1,381.715046682742
"sub-009",4,"Gratitude","Abstract","New",1,449.204661209078
"sub-009",5,"Camera","Abstract","Old",1,429.413432323808
"sub-009",6,"Hospital","Abstract","Old",1,288.505938895617
"sub-009",7,"Determination","Concrete","Old",1,783.836909790274
"sub-009",8,"Humility","Abstract","New",1,428.281691881073
"sub-009",9,"Road","Concrete","New",0,432.395868947127
"sub-009",10,"Garden","Concrete","Old",1,747.340272545563
"sub-009",11,"Gratitude","Concrete","New",1,432.62578973721
"sub-009",12,"Justice","Abstract","New",1,733.765526822867
"sub-009",13,"Loyalty","Abstract","New",1,547.265590249052
"sub-009",14,"Justice","Concrete","New",1,621.577880405477
"sub-009",15,"Book","Concrete","Old",1,468.45242754527
"sub-009",16,"Phone","Abstract","New",1,671.505665723741
"sub-009",17,"Dog","Abstract","Old",1,844.419159105128
"sub-009",18,"Happiness","Abstract","New",1,24.3910815300749
"sub-009",19,"Beach","Abstract","New",1,232.633436267968
"sub-009",20,"Window","Concrete","New",0,446.383860352981
"sub-009",21,"Compassion","Concrete","New",1,407.221689013049
"sub-009",22,"Love","Abstract","New",1,316.694737553111
"sub-009",23,"Determination","Abstract","Old",1,843.137633740487
"sub-009",24,"Tree","Concrete","Old",1,480.016277225437
"sub-009",25,"School","Concrete","New",1,594.425694677842
"sub-009",26,"Generosity","Abstract","New",1,659.478299283489
"sub-009",27,"Park","Concrete","Old",1,615.013923336447
"sub-009",28,"Happiness","Concrete","New",1,-114.460642731077
"sub-009",29,"Mountain","Abstract","Old",1,291.789810412449
"sub-009",30,"Freedom","Concrete","New",1,445.647766779165
"sub-009",31,"Wisdom","Concrete","Old",1,175.1965775208
"sub-009",32,"House","Concrete","New",1,302.274699916723
"sub-009",33,"Compassion","Abstract","New",1,353.271964563523
"sub-009",34,"Peace","Concrete","Old",1,118.767097184348
"sub-009",35,"Faith","Concrete","New",1,419.058337130735
"sub-009",36,"Phone","Concrete","New",0,989.870357579882
"sub-009",37,"Computer","Abstract","Old",1,513.101761031925
"sub-009",38,"Dog","Concrete","Old",1,707.045967381484
"sub-009",39,"Tree","Abstract","Old",1,968.511863220844
"sub-009",40,"Window","Abstract","New",1,777.148671170075
"sub-009",41,"Mountain","Concrete","Old",1,410.073698331722
"sub-009",42,"Integrity","Concrete","New",1,316.180892082797
"sub-009",43,"Trust","Concrete","Old",1,309.795246196632
"sub-009",44,"Courage","Concrete","New",1,499.894030489154
"sub-009",45,"River","Abstract","Old",1,908.569579213847
"sub-009",46,"Park","Abstract","Old",1,499.930787037018
"sub-009",47,"Shoe","Abstract","Old",1,893.619023392647
"sub-009",48,"Train","Concrete","Old",0,675.84869735934
"sub-009",49,"Shoe","Concrete","Old",0,417.022533908115
"sub-009",50,"Success","Concrete","Old",1,348.140706432083
"sub-009",51,"Computer","Concrete","Old",1,317.517938875147
"sub-009",52,"Lamp","Abstract","New",1,997.598223139023
"sub-009",53,"Ambition","Abstract","Old",1,714.946787143918
"sub-009",54,"Table","Abstract","New",1,443.194402389098
"sub-009",55,"Humility","Concrete","New",1,739.757179032383
"sub-009",56,"Chair","Concrete","New",1,635.966389054912
"sub-009",57,"Train","Abstract","Old",1,778.35971078182
"sub-009",58,"Peace","Abstract","Old",1,599.281492134425
"sub-009",59,"Patience","Abstract","Old",1,550.694955068127
"sub-009",60,"Loyalty","Concrete","New",1,398.890236945913
"sub-009",61,"Love","Concrete","New",1,1026.78458360558
"sub-009",62,"Hope","Concrete","Old",1,356.337013695286
"sub-009",63,"Car","Concrete","Old",0,194.439311350819
"sub-009",64,"Success","Abstract","Old",1,809.589275298611
"sub-009",65,"Table","Concrete","New",0,405.124558178385
"sub-009",66,"Honesty","Abstract","New",1,635.675096105099
"sub-009",67,"Honesty","Concrete","New",1,192.906517522971
"sub-009",68,"Boat","Abstract","New",0,423.595220559479
"sub-009",69,"Integrity","Abstract","New",1,681.836094191238
"sub-009",70,"Apple","Concrete","Old",1,259.713499582933
"sub-009",71,"Lamp","Concrete","New",1,457.270180065819
"sub-009",72,"Respect","Abstract","Old",1,474.056412865192
"sub-009",73,"Creativity","Abstract","Old",1,502.99142711613
"sub-009",74,"Bridge","Concrete","Old",0,390.400380209875
"sub-009",75,"Freedom","Abstract","New",1,518.194648684242
"sub-009",76,"Garden","Abstract","Old",1,550.858554713547
"sub-009",77,"Faith","Abstract","New",1,476.756648500509
"sub-009",78,"Hope","Abstract","Old",1,363.238951457205
"sub-009",79,"Book","Abstract","Old",1,318.177174088758
"sub-009",80,"Friendship","Abstract","New",1,365.221532693399
"sub-009",81,"House","Abstract","New",1,566.236898379816
"sub-009",82,"Friendship","Concrete","New",1,474.202046497844
"sub-009",83,"Camera","Concrete","Old",1,430.164881207449
"sub-009",84,"Knowledge","Concrete","New",1,193.234210634675
"sub-009",85,"Respect","Concrete","Old",1,969.006668359222
"sub-009",86,"Creativity","Concrete","Old",1,545.649347117448
"sub-009",87,"Boat","Concrete","New",0,771.874491222695
"sub-009",88,"Wisdom","Abstract","Old",1,429.042878238568
"sub-009",89,"School","Abstract","New",1,186.119880869116
"sub-009",90,"Car","Abstract","Old",1,505.692394073577
"sub-009",91,"Generosity","Concrete","New",1,887.843652991148
"sub-009",92,"River","Concrete","Old",1,749.133461485028
"sub-009",93,"Beach","Concrete","New",0,519.034777966909
"sub-009",94,"Trust","Abstract","Old",1,510.848084838564
"sub-009",95,"Patience","Concrete","Old",1,600.201987364532
"sub-009",96,"Ambition","Concrete","Old",1,500.416137297397
"sub-009",97,"Hospital","Concrete","Old",0,210.816356584724
"sub-009",98,"Courage","Abstract","New",1,880.516815353398
"sub-009",99,"Apple","Abstract","Old",1,432.27589987648
"sub-009",100,"Chair","Abstract","New",1,596.649404295298
"sub-010",1,"Courage","Abstract","Old",1,878.288274803716
"sub-010",2,"Peace","Abstract","New",1,535.300178444212
"sub-010",3,"Integrity","Concrete","Old",1,506.543987853691
"sub-010",4,"Ambition","Abstract","Old",1,342.279302516312
"sub-010",5,"Loyalty","Abstract","Old",1,823.672069148906
"sub-010",6,"Window","Concrete","New",1,761.520122681869
"sub-010",7,"Bridge","Abstract","Old",1,622.155783757603
"sub-010",8,"Success","Abstract","New",1,648.50551479221
"sub-010",9,"Apple","Abstract","New",1,808.01789936855
"sub-010",10,"Trust","Concrete","New",1,655.52369543272
"sub-010",11,"Chair","Concrete","New",1,425.575013712148
"sub-010",12,"Phone","Concrete","New",0,712.338886593132
"sub-010",13,"Chair","Abstract","New",1,369.521270788055
"sub-010",14,"Humility","Abstract","Old",1,418.342638169883
"sub-010",15,"Window","Abstract","New",1,752.532429433193
"sub-010",16,"Hospital","Concrete","Old",0,376.371591474475
"sub-010",17,"River","Concrete","New",1,398.663807539634
"sub-010",18,"Freedom","Concrete","Old",1,289.167113105335
"sub-010",19,"Shoe","Concrete","Old",1,268.687898339727
"sub-010",20,"Success","Concrete","New",1,657.10222575243
"sub-010",21,"School","Concrete","Old",1,823.975754214949
"sub-010",22,"Garden","Concrete","Old",1,600.273475180489
"sub-010",23,"Park","Abstract","New",0,651.783172370643
"sub-010",24,"Justice","Concrete","New",1,597.64843130103
"sub-010",25,"Boat","Concrete","New",1,671.798389119131
"sub-010",26,"Freedom","Abstract","Old",1,522.383115384132
"sub-010",27,"Road","Abstract","New",0,853.113716775385
"sub-010",28,"Integrity","Abstract","Old",1,750.427903084962
"sub-010",29,"Computer","Concrete","Old",1,453.988235489776
"sub-010",30,"Creativity","Abstract","Old",1,485.879734432227
"sub-010",31,"Wisdom","Abstract","Old",1,597.35512649513
"sub-010",32,"Generosity","Abstract","New",1,639.889691203357
"sub-010",33,"Justice","Abstract","New",1,274.279639801595
"sub-010",34,"Gratitude","Concrete","Old",1,785.764654611251
"sub-010",35,"Dog","Abstract","Old",1,350.172381234588
"sub-010",36,"Knowledge","Abstract","Old",1,523.158254172144
"sub-010",37,"Lamp","Abstract","New",1,387.072251455656
"sub-010",38,"Respect","Concrete","New",1,500.238063263153
"sub-010",39,"Table","Abstract","Old",1,420.355763818424
